"r2a" "r1a" "recomb" "tcontig.x" "tcontig.y"
"450790" "scaffold59877.1_11539_16916__3510" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450793" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_21273_29861__8457" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450795" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450797" "scaffold59877.1_11539_16916__3510" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450801" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__1676" "0.0125579833984375" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450810" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450812" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__2346" "0.012716172616693" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450813" "scaffold59877.1_11539_16916__3510" "C31343970_1_2364__1126" "0.238991477272727" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450819" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450821" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__4388" "0.0114218971946023" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450823" "scaffold59877.1_11539_16916__3510" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp9553_c0_seq1"
"450829" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450837" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__2665" "0.0242066900414157" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450840" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450845" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__2706" "0.0125579833984375" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450850" "scaffold59877.1_11539_16916__3510" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450863" "scaffold59877.1_11539_16916__3510" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450864" "scaffold59877.1_11539_16916__3510" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450871" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450875" "scaffold59877.1_11539_16916__3510" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450876" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450878" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__2220" "0.0521414620535714" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450881" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450884" "scaffold59877.1_11539_16916__3510" "scaffold595989_45330_60903__10364" "0.0121062864740211" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450888" "scaffold59877.1_11539_16916__3510" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450892" "scaffold59877.1_11539_16916__3510" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450898" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450904" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450905" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450907" "scaffold59877.1_11539_16916__3510" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450918" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450919" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450921" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__1968" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450927" "scaffold59877.1_11539_16916__3510" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450928" "scaffold59877.1_11539_16916__3510" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450932" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450936" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450943" "scaffold59877.1_11539_16916__3615" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp9553_c0_seq1"
"450946" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_21273_29861__8457" "0.0115524818157328" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450947" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__1968" "0.0108110981602823" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450949" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__2220" "0.0488787395198171" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450955" "scaffold59877.1_11539_16916__3615" "C31343970_1_2364__634" "0.242015796703297" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450959" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450962" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450965" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450970" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450971" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__2665" "0.0228382457386364" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450972" "scaffold59877.1_11539_16916__3615" "C31343970_1_2364__1126" "0.239470108695652" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450974" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__1676" "0.0236399931066176" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450980" "scaffold59877.1_11539_16916__3615" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450982" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__4388" "0.0108110981602823" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450995" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451000" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451005" "scaffold59877.1_11539_16916__3615" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"451006" "scaffold59877.1_11539_16916__3615" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451009" "scaffold59877.1_11539_16916__3615" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"451010" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451012" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__2346" "0.0121062864740211" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451013" "scaffold59877.1_11539_16916__3615" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451017" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451023" "scaffold59877.1_11539_16916__3615" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451031" "scaffold59877.1_11539_16916__3615" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451039" "scaffold59877.1_11539_16916__3615" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp9553_c0_seq1"
"451042" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451043" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__2573" "0.0109279466711957" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451047" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451052" "scaffold59877.1_11539_16916__3615" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"451053" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451057" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_34891_41178__1232" "0.0108110981602823" "comp25728_c1_seq1" "comp9553_c0_seq1"
"451058" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__2706" "0.0118228687959559" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451071" "scaffold59877.1_11539_16916__3615" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451075" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451081" "scaffold59877.1_11539_16916__3615" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"451089" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_21273_29861__6853" "0.0112942470593399" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451092" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451094" "scaffold59877.1_11539_16916__3615" "scaffold418329_120140_125281__98" "0.011962890625" "comp19776_c1_seq1" "comp9553_c0_seq1"
"451095" "scaffold59877.1_11539_16916__3615" "scaffold595989_45330_60903__10364" "0.0115524818157328" "comp12654_c0_seq1" "comp9553_c0_seq1"
"451098" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp9553_c0_seq1"
"451099" "scaffold59877.1_11539_16916__3615" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451101" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451104" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451105" "scaffold59877.1_11539_16916__3615" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451114" "scaffold59877.1_11539_16916__3615" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451123" "scaffold59877.1_11539_16916__3615" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451125" "scaffold59877.1_11539_16916__3615" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451133" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_21273_29861__6853" "0.011962890625" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451135" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__2706" "0.0124037000868056" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451136" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451143" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451144" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451147" "scaffold59877.1_11539_16916__3867" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp9553_c0_seq1"
"451149" "scaffold59877.1_11539_16916__3867" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"451151" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__1676" "0.02510986328125" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451154" "scaffold59877.1_11539_16916__3867" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"451156" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp9553_c0_seq1"
"451160" "scaffold59877.1_11539_16916__3867" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451169" "scaffold59877.1_11539_16916__3867" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451172" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__2573" "0.0115524818157328" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451180" "scaffold59877.1_11539_16916__3867" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451182" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451184" "scaffold59877.1_11539_16916__3867" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"451185" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451187" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451192" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_21273_29861__8457" "0.0122531797827744" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451194" "scaffold59877.1_11539_16916__3867" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451198" "scaffold59877.1_11539_16916__3867" "C31343970_1_2364__634" "0.255450581395349" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451199" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451210" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451211" "scaffold59877.1_11539_16916__3867" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"451213" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451216" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"451219" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__2220" "0.0390640853287338" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451220" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"451224" "scaffold59877.1_11539_16916__3867" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp9553_c0_seq1"
"451226" "scaffold59877.1_11539_16916__3867" "scaffold418329_120140_125281__98" "0.0125579833984375" "comp19776_c1_seq1" "comp9553_c0_seq1"
"451227" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451230" "scaffold59877.1_11539_16916__3867" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"451234" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451239" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451241" "scaffold59877.1_11539_16916__3867" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451245" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__2346" "0.012716172616693" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451249" "scaffold59877.1_11539_16916__3867" "C31343970_1_2364__1126" "0.252514367816092" "comp90150_c0_seq1" "comp9553_c0_seq1"
"451251" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_34891_41178__1232" "0.0114218971946023" "comp25728_c1_seq1" "comp9553_c0_seq1"
"451254" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451258" "scaffold59877.1_11539_16916__3867" "scaffold595989_45330_60903__10364" "0.0122531797827744" "comp12654_c0_seq1" "comp9553_c0_seq1"
"451259" "scaffold59877.1_11539_16916__3867" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"451269" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451273" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__4388" "0.0114218971946023" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451274" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__1968" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451282" "scaffold59877.1_11539_16916__3867" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"451288" "scaffold59877.1_11539_16916__3867" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"451291" "scaffold59877.1_11539_16916__3867" "scaffold502543_20314_28188__2665" "0.0239199683779762" "comp2237_c0_seq1" "comp9553_c0_seq1"
"451293" "scaffold59877.1_11539_16916__3867" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"490360" "scaffold636342.2_1_5596__3591" "scaffold183037_90428_98361__7274" "0.294387335526316" "comp6247_c0_seq1" "comp5702_c1_seq1"
"490363" "scaffold636342.2_1_5596__3591" "scaffold183037_90428_98361__7521" "0.288850715361446" "comp6247_c0_seq1" "comp5702_c1_seq1"
"490447" "scaffold636342.2_1_5596__4840" "scaffold183037_90428_98361__7274" "0.297498337765957" "comp6247_c0_seq1" "comp5702_c1_seq1"
"490472" "scaffold636342.2_1_5596__4840" "scaffold183037_90428_98361__7521" "0.292349466463415" "comp6247_c0_seq1" "comp5702_c1_seq1"
"548594" "scaffold688345_11013_19047__2492" "C32121468_10449_15586__3017" "0.195995949332978" "comp27438_c0_seq1" "comp15462_c0_seq1"
"548676" "scaffold688345_11013_19047__2492" "C32571330_91426_100731__4451" "0.195995949332978" "comp7786_c0_seq1" "comp15462_c0_seq1"
"548679" "scaffold688345_11013_19047__2492" "scaffold332534.3_21273_29861__7675" "0.195995949332978" "comp15427_c1_seq1" "comp15462_c0_seq1"
"548789" "scaffold688345_11013_19047__2492" "C32121468_10449_15586__2775" "0.195995949332978" "comp27438_c0_seq1" "comp15462_c0_seq1"
"549032" "scaffold688345_11013_19047__2492" "scaffold502543_20314_28188__5868" "0.195995949332978" "comp2237_c0_seq1" "comp15462_c0_seq1"
"549046" "scaffold688345_11013_19047__2492" "scaffold439972_44757_54082__6645" "0.200799662739643" "comp4835_c0_seq1" "comp15462_c0_seq1"
"617733" "scaffold738925_136538_143155__5681" "C32557620_55842_67865__5671" "9.5367431640625e-07" "comp3733_c0_seq1" "comp41125_c0_seq1"
"617764" "scaffold738925_136538_143155__5681" "C32557620_55842_67865__2451" "9.5367431640625e-07" "comp3733_c0_seq1" "comp41125_c0_seq1"
