pine	spruce
comp1110_c0_seq1	comp21928_c0_seq1
comp27013_c0_seq1	comp12556_c0_seq1
comp27019_c0_seq1	comp19332_c0_seq1
comp2701_c0_seq1	comp3245_c0_seq1
comp27021_c0_seq1	comp25561_c0_seq1
comp27024_c0_seq1	comp74659_c0_seq1
comp27025_c2_seq1	comp53270_c0_seq1
comp2702_c0_seq1	comp1907_c0_seq1
comp2703_c0_seq1	comp2056_c0_seq1
comp11111_c1_seq1	comp12967_c1_seq1
comp2706_c0_seq1	comp6637_c0_seq1
comp27079_c0_seq1	comp26238_c0_seq1
comp27081_c0_seq1	comp23059_c1_seq1
comp27082_c0_seq1	comp40233_c0_seq1
comp27089_c0_seq1	comp23248_c0_seq1
comp2708_c0_seq1	comp344_c0_seq1
comp10109_c22_seq1	comp10702_c2_seq1
comp11112_c0_seq1	comp11181_c0_seq1
comp2710_c1_seq1	comp2915_c0_seq1
comp27114_c0_seq1	comp32398_c0_seq1
comp27119_c0_seq1	comp25174_c0_seq1
comp2711_c0_seq1	comp593_c0_seq1
comp11113_c1_seq1	comp6310_c1_seq1
comp27120_c0_seq1	comp29700_c1_seq1
comp27123_c0_seq1	comp30506_c0_seq1
comp27130_c0_seq1	comp70929_c0_seq1
comp27136_c1_seq1	comp4689_c1_seq1
comp2713_c0_seq1	comp4997_c1_seq1
comp11115_c0_seq1	comp11001_c0_seq1
comp2714_c1_seq1	comp1748_c0_seq1
comp27156_c0_seq1	comp22005_c0_seq1
comp27159_c1_seq1	comp30028_c0_seq1
comp27160_c0_seq1	comp16399_c0_seq1
comp27170_c0_seq1	comp8807_c0_seq1
comp27172_c0_seq1	comp31289_c0_seq1
comp2717_c0_seq1	comp388_c1_seq1
comp27182_c0_seq1	comp34881_c0_seq1
comp27184_c0_seq1	comp40242_c0_seq1
comp2718_c0_seq1	comp3629_c1_seq1
comp27198_c0_seq1	comp15950_c0_seq1
comp11118_c0_seq1	comp14705_c0_seq1
comp27199_c0_seq1	comp43577_c0_seq1
comp271_c0_seq1	comp297_c0_seq1
comp27200_c0_seq1	comp9530_c0_seq1
comp27201_c0_seq1	comp29662_c0_seq1
comp27208_c0_seq1	comp28351_c0_seq1
comp2720_c0_seq1	comp2795_c0_seq1
comp27217_c0_seq1	comp45281_c0_seq1
comp27228_c0_seq1	comp46579_c0_seq1
comp11119_c0_seq1	comp13743_c0_seq1
comp27232_c1_seq1	comp99683_c0_seq1
comp27237_c0_seq1	comp17815_c0_seq1
comp27238_c0_seq1	comp16571_c0_seq1
comp2724_c0_seq1	comp2721_c0_seq1
comp27252_c0_seq1	comp17737_c1_seq1
comp1111_c0_seq1	comp3749_c0_seq1
comp2725_c0_seq1	comp3930_c0_seq1
comp27269_c0_seq1	comp2864_c0_seq1
comp27287_c0_seq1	comp32214_c0_seq1
comp27288_c0_seq1	comp39162_c0_seq1
comp2728_c0_seq1	comp2696_c0_seq1
comp11121_c0_seq1	comp15578_c1_seq1
comp27292_c0_seq1	comp19467_c0_seq1
comp27295_c0_seq1	comp38044_c0_seq1
comp27300_c0_seq1	comp29805_c0_seq1
comp11122_c0_seq1	comp7168_c0_seq1
comp27309_c1_seq1	comp13612_c0_seq1
comp2730_c0_seq1	comp1414_c0_seq1
comp2730_c2_seq1	comp1056_c13_seq1
comp27313_c0_seq1	comp43349_c0_seq1
comp27314_c0_seq1	comp27675_c0_seq1
comp2731_c0_seq1	comp2488_c0_seq1
comp27323_c1_seq1	comp31380_c0_seq1
comp27328_c0_seq1	comp47819_c0_seq1
comp2732_c0_seq1	comp2337_c0_seq1
comp27334_c0_seq1	comp37901_c0_seq1
comp2733_c0_seq1	comp3356_c0_seq1
comp11123_c0_seq1	comp4981_c0_seq1
comp27348_c0_seq1	comp47689_c0_seq1
comp2734_c0_seq1	comp3265_c0_seq1
comp27351_c0_seq1	comp36971_c0_seq1
comp27353_c0_seq1	comp34457_c0_seq1
comp27358_c0_seq1	comp42237_c0_seq1
comp27361_c0_seq1	comp10495_c0_seq1
comp11124_c0_seq1	comp11708_c0_seq1
comp27364_c0_seq1	comp24888_c0_seq1
comp27367_c0_seq1	comp19802_c0_seq1
comp2736_c0_seq1	comp3390_c0_seq1
comp27371_c0_seq1	comp17838_c0_seq1
comp27374_c0_seq1	comp33365_c0_seq1
comp27375_c0_seq1	comp23527_c0_seq1
comp2737_c0_seq1	comp4458_c0_seq1
comp2739_c1_seq1	comp1919_c0_seq1
comp2740_c0_seq1	comp4851_c0_seq1
comp11128_c0_seq1	comp9016_c0_seq1
comp27418_c0_seq1	comp33205_c0_seq1
comp2741_c0_seq1	comp5875_c0_seq1
comp27423_c0_seq1	comp32934_c0_seq1
comp27429_c0_seq1	comp42008_c0_seq1
comp2742_c0_seq1	comp1717_c0_seq1
comp2743_c0_seq1	comp1912_c0_seq1
comp27440_c0_seq1	comp43797_c0_seq1
comp27442_c0_seq1	comp31879_c0_seq1
comp27445_c0_seq1	comp32820_c0_seq1
comp2744_c1_seq1	comp2490_c0_seq1
comp1112_c0_seq1	comp2205_c0_seq1
comp2745_c1_seq1	comp4818_c0_seq1
comp27462_c0_seq1	comp24975_c0_seq1
comp27469_c1_seq1	comp23389_c0_seq1
comp2746_c1_seq1	comp4393_c0_seq1
comp27470_c0_seq1	comp27540_c0_seq1
comp27475_c0_seq1	comp27476_c0_seq1
comp27487_c0_seq1	comp22861_c0_seq1
comp2748_c0_seq1	comp6440_c0_seq1
comp27497_c1_seq1	comp32765_c0_seq1
comp274_c0_seq1	comp403_c0_seq1
comp11131_c0_seq1	comp14159_c0_seq1
comp27500_c0_seq1	comp21441_c0_seq1
comp27502_c0_seq1	comp21358_c0_seq1
comp27504_c0_seq1	comp39443_c0_seq1
comp27506_c0_seq1	comp25900_c0_seq1
comp2750_c0_seq1	comp1755_c0_seq1
comp27513_c0_seq1	comp45666_c0_seq1
comp27517_c0_seq1	comp34123_c0_seq1
comp11132_c0_seq1	comp10405_c0_seq1
comp2751_c0_seq1	comp1815_c0_seq1
comp2752_c0_seq1	comp5054_c0_seq1
comp27530_c0_seq1	comp27323_c3_seq1
comp11133_c0_seq1	comp9974_c0_seq1
comp2753_c0_seq1	comp916_c1_seq1
comp27540_c0_seq1	comp20006_c0_seq1
comp2754_c0_seq1	comp3763_c0_seq1
comp27559_c0_seq1	comp40343_c0_seq1
comp2755_c0_seq1	comp4041_c0_seq1
comp11134_c1_seq1	comp12698_c0_seq1
comp27575_c0_seq1	comp15839_c0_seq1
comp27576_c1_seq1	comp26291_c0_seq1
comp11136_c0_seq1	comp11875_c0_seq1
comp27579_c0_seq1	comp60658_c0_seq1
comp2757_c0_seq1	comp2893_c0_seq1
comp27585_c0_seq1	comp7516_c0_seq1
comp27586_c0_seq1	comp29380_c0_seq1
comp2758_c0_seq1	comp1877_c0_seq1
comp11137_c1_seq1	comp7667_c0_seq1
comp2759_c0_seq1	comp5678_c0_seq1
comp275_c0_seq1	comp366_c0_seq1
comp27603_c0_seq1	comp36817_c0_seq1
comp27605_c0_seq1	comp29968_c0_seq1
comp2760_c0_seq1	comp7053_c0_seq1
comp27613_c0_seq1	comp34013_c0_seq1
comp27615_c0_seq1	comp20804_c0_seq1
comp27618_c0_seq1	comp19597_c0_seq1
comp2761_c0_seq1	comp2611_c0_seq1
comp27625_c0_seq1	comp24560_c0_seq1
comp27626_c0_seq1	comp28198_c0_seq1
comp27628_c0_seq1	comp33181_c0_seq1
comp27635_c0_seq1	comp16629_c0_seq1
comp2763_c0_seq1	comp5940_c0_seq1
comp27640_c0_seq1	comp6671_c1_seq1
comp27648_c0_seq1	comp9376_c0_seq1
comp1113_c0_seq1	comp1335_c0_seq1
comp2765_c0_seq1	comp4009_c0_seq1
comp27660_c0_seq1	comp27797_c0_seq1
comp27665_c0_seq1	comp30791_c1_seq1
comp27668_c0_seq1	comp25622_c0_seq1
comp27670_c0_seq1	comp36512_c0_seq1
comp27675_c0_seq1	comp1468_c1_seq1
comp2767_c0_seq1	comp8018_c1_seq1
comp27681_c0_seq1	comp17500_c0_seq1
comp27688_c0_seq1	comp33553_c0_seq1
comp27689_c0_seq1	comp21292_c0_seq1
comp11140_c0_seq1	comp13012_c0_seq1
comp2768_c0_seq1	comp12466_c0_seq1
comp27691_c0_seq1	comp12361_c1_seq1
comp2769_c0_seq1	comp1948_c0_seq1
comp276_c0_seq1	comp347_c0_seq1
comp27703_c0_seq1	comp57242_c0_seq1
comp27711_c0_seq1	comp46799_c0_seq1
comp11140_c1_seq1	comp91827_c0_seq1
comp27744_c0_seq1	comp26688_c0_seq1
comp2774_c0_seq1	comp2315_c0_seq1
comp2775_c0_seq1	comp5453_c0_seq1
comp11142_c0_seq1	comp10623_c0_seq1
comp27769_c0_seq1	comp14976_c0_seq1
comp2776_c0_seq1	comp4760_c0_seq1
comp27777_c0_seq1	comp32340_c0_seq1
comp11143_c0_seq1	comp13360_c0_seq1
comp27786_c0_seq1	comp17963_c0_seq1
comp27787_c0_seq1	comp34706_c0_seq1
comp2778_c0_seq1	comp5387_c0_seq1
comp27791_c0_seq1	comp56724_c0_seq1
comp27793_c1_seq1	comp30777_c0_seq1
comp2779_c0_seq1	comp27866_c0_seq1
comp277_c0_seq1	comp393_c0_seq1
comp27800_c0_seq1	comp20052_c0_seq1
comp27805_c0_seq1	comp29696_c0_seq1
comp27808_c0_seq1	comp47998_c0_seq1
comp27812_c0_seq1	comp19783_c0_seq1
comp11145_c1_seq1	comp11881_c1_seq1
comp27826_c0_seq1	comp34549_c0_seq1
comp2782_c0_seq1	comp5570_c0_seq1
comp27837_c0_seq1	comp12328_c1_seq1
comp11148_c0_seq1	comp16028_c0_seq1
comp2783_c0_seq1	comp3406_c0_seq1
comp27846_c0_seq1	comp44743_c0_seq1
comp2785_c0_seq1	comp2958_c0_seq1
comp27861_c0_seq1	comp62800_c0_seq1
comp27862_c0_seq1	comp7743_c0_seq1
comp27865_c0_seq1	comp8180_c0_seq1
comp27868_c0_seq1	comp26182_c0_seq1
comp27872_c0_seq1	comp36346_c0_seq1
comp27876_c0_seq1	comp933_c1_seq1
comp2787_c0_seq1	comp3604_c0_seq1
comp1114_c0_seq1	comp1832_c0_seq1
comp2788_c0_seq1	comp8112_c0_seq1
comp27895_c1_seq1	comp35864_c0_seq1
comp27897_c0_seq1	comp26284_c0_seq1
comp2789_c0_seq1	comp4880_c0_seq1
comp278_c0_seq1	comp254_c0_seq1
comp27902_c0_seq1	comp8670_c0_seq1
comp27905_c0_seq1	comp36704_c0_seq1
comp2790_c0_seq1	comp2199_c0_seq1
comp27918_c0_seq1	comp22280_c0_seq1
comp27924_c0_seq1	comp48374_c0_seq1
comp2792_c0_seq1	comp4180_c0_seq1
comp27930_c0_seq1	comp19843_c0_seq1
comp27939_c0_seq1	comp41409_c0_seq1
comp2793_c0_seq1	comp1334_c1_seq1
comp27941_c0_seq1	comp38830_c0_seq1
comp2794_c0_seq1	comp1365_c0_seq1
comp27958_c0_seq1	comp4896_c0_seq1
comp27959_c0_seq1	comp31417_c0_seq1
comp11152_c0_seq1	comp8387_c3_seq1
comp2795_c0_seq1	comp5146_c0_seq1
comp27966_c0_seq1	comp26532_c0_seq1
comp2796_c0_seq1	comp3436_c0_seq1
comp27975_c0_seq1	comp29164_c0_seq1
comp27979_c0_seq1	comp3745_c0_seq1
comp11153_c0_seq1	comp12153_c0_seq1
comp27984_c0_seq1	comp21322_c0_seq1
comp2798_c0_seq1	comp2361_c0_seq1
comp27993_c0_seq1	comp36868_c0_seq1
comp27998_c0_seq1	comp22384_c1_seq1
comp2799_c0_seq1	comp2570_c0_seq1
comp2799_c1_seq1	comp27401_c0_seq1
comp27_c0_seq1	comp78_c0_seq1
comp2800_c0_seq1	comp2984_c0_seq1
comp28011_c1_seq1	comp15368_c0_seq1
comp28016_c0_seq1	comp23230_c1_seq1
comp2801_c0_seq1	comp3554_c0_seq1
comp2802_c0_seq1	comp1973_c1_seq1
comp10110_c0_seq1	comp14525_c0_seq1
comp28034_c0_seq1	comp25947_c0_seq1
comp28038_c0_seq1	comp43673_c0_seq1
comp2803_c0_seq1	comp3531_c0_seq1
comp28041_c1_seq1	comp49696_c0_seq1
comp11157_c0_seq1	comp11772_c0_seq1
comp2804_c0_seq1	comp2347_c0_seq1
comp2805_c0_seq1	comp4521_c0_seq1
comp28063_c0_seq1	comp37420_c0_seq1
comp28066_c0_seq1	comp27180_c0_seq1
comp28079_c0_seq1	comp40393_c0_seq1
comp2807_c0_seq1	comp1626_c0_seq1
comp28080_c0_seq1	comp28848_c0_seq1
comp28087_c0_seq1	comp52049_c0_seq1
comp2808_c0_seq1	comp4321_c0_seq1
comp28098_c0_seq1	comp35791_c0_seq1
comp2809_c0_seq1	comp3101_c0_seq1
comp280_c2_seq1	comp2074_c0_seq1
comp1115_c0_seq1	comp1618_c0_seq1
comp28102_c0_seq1	comp10326_c1_seq1
comp28108_c0_seq1	comp33114_c0_seq1
comp28109_c0_seq1	comp31784_c0_seq1
comp2810_c0_seq1	comp1000_c0_seq1
comp28114_c0_seq1	comp26069_c0_seq1
comp28119_c1_seq1	comp20806_c0_seq1
comp11160_c1_seq1	comp8783_c0_seq1
comp28121_c0_seq1	comp27399_c0_seq1
comp28141_c0_seq1	comp10913_c0_seq1
comp28149_c0_seq1	comp50854_c0_seq1
comp28150_c0_seq1	comp26654_c0_seq1
comp2815_c0_seq1	comp2862_c0_seq1
comp28164_c0_seq1	comp16836_c0_seq1
comp28170_c0_seq1	comp18657_c0_seq1
comp28178_c0_seq1	comp14028_c0_seq1
comp28199_c0_seq1	comp40900_c1_seq1
comp2819_c0_seq1	comp1511_c0_seq1
comp28204_c0_seq1	comp26836_c0_seq1
comp28207_c0_seq1	comp45084_c0_seq1
comp10111_c0_seq1	comp14021_c0_seq1
comp28209_c0_seq1	comp56570_c0_seq1
comp28215_c0_seq1	comp29442_c0_seq1
comp28219_c0_seq1	comp90_c0_seq1
comp28220_c0_seq1	comp16095_c0_seq1
comp28221_c0_seq1	comp39192_c0_seq1
comp28223_c0_seq1	comp47295_c0_seq1
comp11167_c0_seq1	comp10807_c1_seq1
comp2822_c0_seq1	comp2078_c0_seq1
comp28235_c0_seq1	comp36010_c0_seq1
comp28244_c0_seq1	comp9059_c0_seq1
comp2824_c0_seq1	comp3227_c0_seq1
comp28251_c0_seq1	comp39683_c0_seq1
comp28259_c0_seq1	comp38946_c0_seq1
comp2825_c0_seq1	comp3790_c0_seq1
comp28261_c0_seq1	comp23095_c0_seq1
comp28273_c0_seq1	comp35126_c0_seq1
comp28285_c0_seq1	comp20923_c0_seq1
comp1116_c0_seq1	comp795_c0_seq1
comp28292_c0_seq1	comp30274_c0_seq1
comp28299_c1_seq1	comp26098_c0_seq1
comp282_c0_seq1	comp789_c0_seq1
comp28313_c0_seq1	comp29122_c0_seq1
comp2831_c0_seq1	comp4747_c0_seq1
comp2832_c0_seq1	comp1614_c1_seq1
comp28332_c0_seq1	comp7232_c2_seq1
comp28335_c0_seq1	comp20147_c0_seq1
comp28337_c0_seq1	comp30088_c0_seq1
comp11170_c0_seq1	comp15886_c2_seq1
comp2833_c0_seq1	comp3758_c0_seq1
comp28351_c0_seq1	comp17759_c0_seq1
comp28357_c0_seq1	comp1095_c0_seq1
comp11171_c0_seq1	comp9050_c0_seq1
comp2835_c0_seq1	comp5380_c0_seq1
comp28363_c0_seq1	comp15667_c0_seq1
comp28365_c0_seq1	comp18151_c0_seq1
comp28366_c0_seq1	comp55000_c0_seq1
comp28367_c0_seq1	comp18172_c0_seq1
comp28374_c0_seq1	comp50649_c0_seq1
comp28381_c0_seq1	comp17481_c0_seq1
comp11173_c0_seq1	comp11698_c1_seq1
comp28389_c0_seq1	comp42200_c0_seq1
comp2838_c0_seq1	comp3093_c0_seq1
comp2839_c0_seq1	comp3197_c0_seq1
comp2840_c0_seq1	comp4384_c1_seq1
comp11174_c0_seq1	comp16281_c0_seq1
comp28418_c0_seq1	comp25607_c0_seq1
comp2841_c0_seq1	comp3785_c0_seq1
comp2842_c0_seq1	comp6684_c0_seq1
comp11175_c0_seq1	comp19548_c1_seq1
comp28437_c0_seq1	comp41487_c0_seq1
comp28438_c0_seq1	comp67543_c0_seq1
comp2843_c1_seq1	comp2559_c0_seq1
comp11176_c0_seq1	comp9639_c0_seq1
comp28451_c0_seq1	comp24242_c0_seq1
comp2845_c0_seq1	comp3108_c0_seq1
comp28463_c0_seq1	comp33571_c1_seq1
comp11177_c0_seq1	comp14065_c0_seq1
comp28468_c0_seq1	comp9351_c0_seq1
comp28470_c0_seq1	comp20282_c0_seq1
comp28476_c0_seq1	comp22995_c0_seq1
comp28479_c0_seq1	comp41875_c0_seq1
comp2847_c0_seq1	comp3556_c0_seq1
comp11178_c0_seq1	comp15551_c0_seq1
comp28485_c0_seq1	comp26204_c0_seq1
comp28487_c0_seq1	comp22014_c0_seq1
comp2848_c0_seq1	comp3122_c0_seq1
comp28499_c0_seq1	comp26028_c0_seq1
comp2849_c0_seq1	comp2809_c0_seq1
comp28504_c0_seq1	comp25004_c0_seq1
comp28508_c0_seq1	comp40002_c0_seq1
comp2850_c5_seq1	comp18070_c1_seq1
comp11179_c0_seq1	comp6770_c0_seq1
comp2851_c0_seq1	comp1975_c1_seq1
comp2851_c28_seq1	comp1975_c0_seq1
comp2851_c33_seq1	comp7540_c0_seq1
comp2851_c34_seq1	comp12341_c0_seq1
comp2851_c8_seq1	comp19406_c0_seq1
comp28522_c0_seq1	comp15717_c0_seq1
comp28525_c0_seq1	comp34944_c0_seq1
comp28527_c0_seq1	comp24585_c0_seq1
comp2852_c0_seq1	comp16625_c0_seq1
comp2853_c0_seq1	comp5157_c0_seq1
comp28545_c0_seq1	comp37463_c0_seq1
comp2854_c1_seq1	comp4811_c0_seq1
comp28551_c1_seq1	comp59649_c0_seq1
comp2855_c0_seq1	comp4465_c0_seq1
comp28566_c0_seq1	comp50082_c0_seq1
comp2856_c0_seq1	comp5594_c0_seq1
comp28571_c0_seq1	comp2198_c1_seq1
comp28573_c0_seq1	comp60926_c0_seq1
comp28575_c0_seq1	comp26049_c0_seq1
comp2857_c0_seq1	comp3467_c0_seq1
comp28585_c0_seq1	comp22214_c0_seq1
comp28589_c0_seq1	comp34710_c0_seq1
comp2858_c0_seq1	comp2592_c0_seq1
comp28593_c0_seq1	comp38126_c0_seq1
comp28595_c0_seq1	comp41969_c0_seq1
comp2859_c0_seq1	comp5194_c1_seq1
comp2859_c1_seq1	comp12766_c0_seq1
comp285_c0_seq1	comp177_c3_seq1
comp28615_c0_seq1	comp16900_c0_seq1
comp28617_c0_seq1	comp31124_c0_seq1
comp28618_c0_seq1	comp31998_c1_seq1
comp2861_c0_seq1	comp3381_c0_seq1
comp28621_c0_seq1	comp46686_c0_seq1
comp2862_c1_seq1	comp4006_c0_seq1
comp28645_c0_seq1	comp82561_c0_seq1
comp11186_c0_seq1	comp7791_c0_seq1
comp28655_c0_seq1	comp54287_c0_seq1
comp28660_c0_seq1	comp3085_c6_seq1
comp28669_c0_seq1	comp26704_c0_seq1
comp2866_c0_seq1	comp3117_c0_seq1
comp28670_c0_seq1	comp29031_c0_seq1
comp11187_c0_seq1	comp9880_c0_seq1
comp28676_c0_seq1	comp28116_c0_seq1
comp28678_c0_seq1	comp39404_c0_seq1
comp2867_c0_seq1	comp2303_c0_seq1
comp28687_c0_seq1	comp23188_c0_seq1
comp28692_c0_seq1	comp14309_c0_seq1
comp11188_c0_seq1	comp12183_c0_seq1
comp28704_c0_seq1	comp143211_c0_seq1
comp28706_c0_seq1	comp5905_c0_seq1
comp11189_c0_seq1	comp13262_c0_seq1
comp28707_c0_seq1	comp30678_c0_seq1
comp2870_c0_seq1	comp5103_c0_seq1
comp28710_c0_seq1	comp25598_c0_seq1
comp28713_c0_seq1	comp86_c1_seq1
comp28716_c0_seq1	comp24232_c2_seq1
comp28720_c0_seq1	comp18572_c0_seq1
comp28721_c0_seq1	comp29629_c0_seq1
comp1118_c0_seq1	comp3100_c0_seq1
comp28722_c0_seq1	comp29951_c0_seq1
comp2872_c0_seq1	comp1779_c1_seq1
comp28733_c0_seq1	comp95473_c0_seq1
comp28738_c0_seq1	comp52707_c0_seq1
comp10113_c0_seq1	comp7437_c0_seq1
comp11190_c0_seq1	comp10303_c0_seq1
comp28752_c0_seq1	comp25898_c0_seq1
comp28754_c0_seq1	comp24671_c0_seq1
comp28759_c0_seq1	comp35651_c0_seq1
comp2875_c0_seq1	comp2791_c0_seq1
comp11192_c1_seq1	comp1372_c0_seq1
comp28767_c0_seq1	comp16560_c0_seq1
comp28768_c0_seq1	comp39906_c0_seq1
comp2877_c1_seq1	comp1590_c3_seq1
comp28784_c0_seq1	comp22490_c0_seq1
comp2878_c0_seq1	comp2892_c0_seq1
comp28795_c0_seq1	comp9475_c0_seq1
comp28798_c1_seq1	comp20319_c0_seq1
comp287_c0_seq1	comp257_c0_seq1
comp11194_c0_seq1	comp12048_c2_seq1
comp28803_c0_seq1	comp17855_c0_seq1
comp28806_c0_seq1	comp47484_c0_seq1
comp28817_c0_seq1	comp16283_c0_seq1
comp28818_c0_seq1	comp21541_c0_seq1
comp28828_c0_seq1	comp12073_c0_seq1
comp28830_c0_seq1	comp38042_c0_seq1
comp28831_c0_seq1	comp27469_c0_seq1
comp28832_c0_seq1	comp2924_c1_seq1
comp2883_c0_seq1	comp4217_c0_seq1
comp11196_c0_seq1	comp14595_c0_seq1
comp28840_c0_seq1	comp21788_c0_seq1
comp2884_c0_seq1	comp12210_c0_seq1
comp28851_c0_seq1	comp42298_c0_seq1
comp11197_c0_seq1	comp16959_c0_seq1
comp2885_c0_seq1	comp2071_c0_seq1
comp28864_c0_seq1	comp23169_c0_seq1
comp2886_c0_seq1	comp2813_c1_seq1
comp28871_c0_seq1	comp22772_c0_seq1
comp2887_c0_seq1	comp3820_c0_seq1
comp2888_c1_seq1	comp2973_c0_seq1
comp28891_c0_seq1	comp3839_c0_seq1
comp28894_c1_seq1	comp28149_c1_seq1
comp2889_c0_seq1	comp10223_c0_seq1
comp288_c0_seq1	comp380_c0_seq1
comp28904_c0_seq1	comp33257_c0_seq1
comp28906_c0_seq1	comp52434_c0_seq1
comp2890_c0_seq1	comp5252_c0_seq1
comp28914_c0_seq1	comp21881_c0_seq1
comp11199_c0_seq1	comp11283_c0_seq1
comp28925_c0_seq1	comp21284_c0_seq1
comp28927_c0_seq1	comp46215_c0_seq1
comp2892_c0_seq1	comp2466_c0_seq1
comp28930_c0_seq1	comp34926_c0_seq1
comp28934_c0_seq1	comp44262_c0_seq1
comp28935_c0_seq1	comp30160_c0_seq1
comp28936_c0_seq1	comp26127_c0_seq1
comp28938_c0_seq1	comp65392_c0_seq1
comp2893_c0_seq1	comp2652_c1_seq1
comp28941_c0_seq1	comp51134_c0_seq1
comp28942_c0_seq1	comp1892_c1_seq1
comp28945_c0_seq1	comp52127_c0_seq1
comp2894_c0_seq1	comp1644_c2_seq1
comp28950_c0_seq1	comp5452_c1_seq1
comp2895_c0_seq1	comp2375_c1_seq1
comp11200_c0_seq1	comp11948_c0_seq1
comp28976_c0_seq1	comp79693_c0_seq1
comp2897_c0_seq1	comp2881_c0_seq1
comp28986_c0_seq1	comp27545_c0_seq1
comp2899_c0_seq1	comp9318_c0_seq1
comp289_c0_seq1	comp1080_c0_seq1
comp28_c0_seq1	comp34526_c0_seq1
comp11201_c0_seq1	comp23695_c0_seq1
comp29002_c0_seq1	comp29_c0_seq1
comp29008_c0_seq1	comp26261_c0_seq1
comp29013_c0_seq1	comp13045_c0_seq1
comp29015_c0_seq1	comp20064_c0_seq1
comp2901_c0_seq1	comp2168_c1_seq1
comp2904_c0_seq1	comp4581_c0_seq1
comp29053_c0_seq1	comp30761_c0_seq1
comp29054_c0_seq1	comp51188_c0_seq1
comp11202_c0_seq1	comp12762_c0_seq1
comp29055_c0_seq1	comp41323_c0_seq1
comp29056_c0_seq1	comp36030_c0_seq1
comp29067_c0_seq1	comp36849_c0_seq1
comp29068_c0_seq1	comp23860_c0_seq1
comp2906_c0_seq1	comp2629_c0_seq1
comp29082_c0_seq1	comp21644_c0_seq1
comp29098_c0_seq1	comp22385_c0_seq1
comp2909_c1_seq1	comp2714_c0_seq1
comp290_c0_seq1	comp281_c0_seq1
comp2910_c0_seq1	comp2951_c0_seq1
comp11205_c0_seq1	comp11115_c0_seq1
comp29118_c0_seq1	comp40424_c0_seq1
comp2911_c0_seq1	comp4625_c0_seq1
comp29120_c0_seq1	comp26765_c0_seq1
comp29127_c0_seq1	comp3014_c0_seq1
comp11207_c0_seq1	comp13853_c0_seq1
comp2913_c0_seq1	comp881_c0_seq1
comp29141_c0_seq1	comp72587_c0_seq1
comp29143_c0_seq1	comp3014_c1_seq1
comp29146_c0_seq1	comp53290_c0_seq1
comp29148_c0_seq1	comp32528_c0_seq1
comp2914_c0_seq1	comp2752_c0_seq1
comp2915_c0_seq1	comp2853_c0_seq1
comp29169_c0_seq1	comp67298_c0_seq1
comp29174_c0_seq1	comp10496_c1_seq1
comp2917_c0_seq1	comp2477_c0_seq1
comp29180_c0_seq1	comp16809_c0_seq1
comp29190_c0_seq1	comp21963_c0_seq1
comp29193_c0_seq1	comp29780_c0_seq1
comp1120_c0_seq1	comp927_c0_seq1
comp29197_c0_seq1	comp26456_c0_seq1
comp2919_c0_seq1	comp1864_c0_seq1
comp291_c0_seq1	comp505_c0_seq1
comp29201_c0_seq1	comp50210_c0_seq1
comp11210_c0_seq1	comp13190_c0_seq1
comp29209_c0_seq1	comp32588_c0_seq1
comp2920_c0_seq1	comp1790_c0_seq1
comp29229_c1_seq1	comp41722_c1_seq1
comp2922_c0_seq1	comp4161_c0_seq1
comp29232_c0_seq1	comp8282_c1_seq1
comp29243_c0_seq1	comp30991_c0_seq1
comp29245_c0_seq1	comp32601_c0_seq1
comp29248_c0_seq1	comp21524_c0_seq1
comp2924_c0_seq1	comp4680_c0_seq1
comp29250_c0_seq1	comp21938_c0_seq1
comp29251_c0_seq1	comp30819_c0_seq1
comp29256_c0_seq1	comp25919_c0_seq1
comp29262_c0_seq1	comp37804_c0_seq1
comp29269_c0_seq1	comp70993_c0_seq1
comp2926_c0_seq1	comp2760_c0_seq1
comp29275_c0_seq1	comp91402_c0_seq1
comp29278_c0_seq1	comp14000_c1_seq1
comp2927_c0_seq1	comp6134_c0_seq1
comp29281_c0_seq1	comp28433_c0_seq1
comp29286_c0_seq1	comp27462_c0_seq1
comp29291_c0_seq1	comp30606_c1_seq1
comp29292_c0_seq1	comp27202_c0_seq1
comp2929_c0_seq1	comp2982_c1_seq1
comp292_c1_seq1	comp1002_c0_seq1
comp29304_c0_seq1	comp12595_c1_seq1
comp2930_c0_seq1	comp5126_c0_seq1
comp11214_c0_seq1	comp4233_c0_seq1
comp29314_c0_seq1	comp54202_c0_seq1
comp2931_c0_seq1	comp1837_c0_seq1
comp29329_c0_seq1	comp34445_c0_seq1
comp2933_c0_seq1	comp1867_c0_seq1
comp29345_c0_seq1	comp91251_c0_seq1
comp29349_c0_seq1	comp50490_c0_seq1
comp2934_c0_seq1	comp1661_c0_seq1
comp29351_c0_seq1	comp27137_c0_seq1
comp29358_c0_seq1	comp32606_c0_seq1
comp2935_c0_seq1	comp1183_c0_seq1
comp29360_c0_seq1	comp33766_c0_seq1
comp29371_c0_seq1	comp17960_c0_seq1
comp29379_c0_seq1	comp23766_c0_seq1
comp2937_c0_seq1	comp3083_c0_seq1
comp29383_c0_seq1	comp36204_c0_seq1
comp29387_c0_seq1	comp67131_c0_seq1
comp2938_c0_seq1	comp2656_c0_seq1
comp11217_c11_seq1	comp242_c2_seq1
comp29392_c0_seq1	comp34768_c0_seq1
comp2940_c0_seq1	comp5915_c0_seq1
